,date,open,high,low,close,volume,tic,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,sentiment
0,2019-04-01,47.90999984741211,47.91999816894531,47.095001220703125,46.82930374145508,111448000.0,AAPL,0,0.21524570942710852,162.25753485399815,158.92688756562325,74.41337378141189,203.53645603610644,61.10190578151203,160.5922112098107,160.5922112098107,0.8660396919830596
1,2019-04-01,191.13999938964844,192.55999755859375,190.50999450683594,181.15780639648438,2660500.0,AMGN,0,0.2917586979205282,162.7079553680353,158.78070517186427,74.83469906798388,187.63585682808292,62.64773472173607,160.74433026994978,160.74433026994978,0.8909586233846495
2,2019-04-01,110.29000091552734,112.04000091552734,110.08000183105469,107.89376068115234,5125100.0,AXP,0,0.37861644332744504,163.21298720578812,158.6132192558004,77.39919350170167,163.73018146156016,69.02014790326442,160.91310323079426,160.91310323079426,0.7916364337744028
3,2019-04-01,385.79998779296875,392.8999938964844,383.1000061035156,382.3695373535156,7735700.0,BA,0,0.401117446068298,163.40449221283725,158.63741414397427,69.02962541214355,124.07163892612915,69.02014790326444,161.02095317840576,161.02095317840576,0.8602925244602991
4,2019-04-01,137.69000244140625,140.3699951171875,136.32000732421875,131.94595336914062,5081500.0,CAT,0,0.3870146919758213,163.47042922662212,158.71183072569863,64.23969425319906,79.00462273166633,50.23756697913034,161.09112997616037,161.09112997616037,0.8043886684290749
5,2019-04-01,160.10000610351562,161.67999267578125,158.50999450683594,161.17999267578125,4601100.0,CRM,0,0.5286674198791275,164.16151837655488,158.42253720612743,74.84107255842709,151.76704551669752,63.3664968070253,161.29202779134116,161.29202779134116,0.8490091019101593
6,2019-04-01,54.47999954223633,55.02000045776367,54.38999938964844,51.30620193481445,19741700.0,CSCO,0,0.5961473953744303,164.52711301858707,158.35909175114975,70.14054260020534,161.94045495404475,65.02879152634031,161.4431023848684,161.4431023848684,0.7630417149169666
7,2019-04-01,123.87000274658203,125.2699966430664,123.44999694824219,113.16634368896484,5506300.0,CVX,0,0.3225313711655815,164.48896066644605,158.18066823980396,44.32132953977365,-50.463372040681264,18.831458809375633,161.334814453125,161.334814453125,0.7414290240785545
8,2019-04-01,111.58999633789062,112.87000274658203,111.37999725341797,111.15159606933594,10785100.0,DIS,0,0.025396248024748047,164.67357154495573,157.8039781986966,40.42228195057574,-130.75636192438654,22.645406959681832,161.17791530064173,161.17791530064173,0.8587497655961817
9,2019-04-01,52.29999923706055,54.38999938964844,51.25,47.6051025390625,19663400.0,DOW,0,-0.15787757226252097,164.71938920856022,157.70367445110773,43.34639541318346,-142.40694286424,30.90313102592917,161.06717959317294,161.06717959317294,0.7686479226939953
